Personagem1,Personagem2,taxaVitoria1,taxaVitoria2
mr-game-and-watch,duck-hunt,43.18,56.82
mr-game-and-watch,ryu,54.48,45.52
mr-game-and-watch,ken,51.55,48.45
mr-game-and-watch,cloud,49.55,50.45
mr-game-and-watch,corrin,54.86,45.14
mr-game-and-watch,bayonetta,44.28,55.72
mr-game-and-watch,inkling,50.14,49.86
mr-game-and-watch,ridley,53.38,46.62
mr-game-and-watch,simon,41.62,58.38
mr-game-and-watch,richter,36.88,63.12
mr-game-and-watch,king-k-rool,50.31,49.69
mr-game-and-watch,isabelle,47.17,52.83
mr-game-and-watch,incineroar,55.59,44.41
mr-game-and-watch,piranha-plant,50.37,49.63
mr-game-and-watch,joker,59.8,40.2
mr-game-and-watch,hero,46.38,53.62
mr-game-and-watch,banjo-and-kazooie,47.25,52.75
mr-game-and-watch,terry,53.13,46.87
mr-game-and-watch,byleth,58.43,41.57
mr-game-and-watch,min-min,41.09,58.91
mr-game-and-watch,steve,35.03,64.97
mr-game-and-watch,sephiroth,58.26,41.74
mr-game-and-watch,pyra-and-mythra,50.59,49.41
mr-game-and-watch,kazuya,52.79,47.21
mr-game-and-watch,sora,48.34,51.66
meta-knight,pit,51.78,48.22
meta-knight,dark-pit,61.24,38.76
meta-knight,zero-suit-samus,49.63,50.37
meta-knight,wario,45.09,54.91
meta-knight,snake,45.41,54.59
meta-knight,ike,45.88,54.12
meta-knight,pokemon-trainer,50.58,49.42
meta-knight,diddy-kong,46.4,53.6
meta-knight,lucas,54.63,45.37
meta-knight,sonic,52.54,47.46
meta-knight,king-dedede,46.67,53.33
meta-knight,olimar,52.58,47.42
meta-knight,lucario,50.26,49.74
meta-knight,rob,45.07,54.93
meta-knight,toon-link,48.69,51.31
meta-knight,wolf,52.0,48.0
meta-knight,villager,47.3,52.7
meta-knight,mega-man,47.5,52.5
meta-knight,wii-fit-trainer,46.67,53.33
meta-knight,rosalina,53.04,46.96
meta-knight,little-mac,58.26,41.74
meta-knight,greninja,45.98,54.02
meta-knight,palutena,50.04,49.96
meta-knight,pac-man,45.97,54.03
meta-knight,robin,48.37,51.63
meta-knight,shulk,48.84,51.16
meta-knight,bowser-jr,50.62,49.38
meta-knight,duck-hunt,45.57,54.43
meta-knight,ryu,43.88,56.12
meta-knight,ken,42.63,57.37
meta-knight,cloud,56.25,43.75
meta-knight,corrin,52.18,47.82
meta-knight,bayonetta,39.63,60.37
meta-knight,inkling,46.97,53.03
meta-knight,ridley,53.38,46.62
meta-knight,simon,48.18,51.82
meta-knight,richter,50.0,50.0
meta-knight,king-k-rool,57.89,42.11
meta-knight,isabelle,43.07,56.93
meta-knight,incineroar,50.96,49.04
meta-knight,piranha-plant,53.91,46.09
meta-knight,joker,62.07,37.93
meta-knight,hero,55.71,44.29
meta-knight,banjo-and-kazooie,50.15,49.85
meta-knight,terry,44.1,55.9
meta-knight,byleth,59.08,40.92
meta-knight,min-min,46.49,53.51
meta-knight,steve,40.43,59.57
meta-knight,sephiroth,60.71,39.29
meta-knight,pyra-and-mythra,56.53,43.47
meta-knight,kazuya,48.56,51.44
meta-knight,sora,50.97,49.03
pit,dark-pit,51.25,48.75
pit,zero-suit-samus,47.37,52.63
pit,wario,48.59,51.41
pit,snake,42.96,57.04
pit,ike,45.2,54.8
pit,pokemon-trainer,46.8,53.2
pit,diddy-kong,40.72,59.28
pit,lucas,48.08,51.92
pit,sonic,35.8,64.2
pit,king-dedede,36.52,63.48
pit,olimar,44.35,55.65
pit,lucario,52.74,47.26
pit,rob,37.32,62.68
pit,toon-link,41.13,58.87
pit,wolf,45.83,54.17
pit,villager,43.68,56.32
pit,mega-man,37.45,62.55
pit,wii-fit-trainer,39.85,60.15
pit,rosalina,57.55,42.45
pit,little-mac,41.3,58.7
pit,greninja,48.98,51.02
pit,palutena,47.77,52.23
pit,pac-man,41.63,58.37
pit,robin,41.6,58.4
pit,shulk,42.34,57.66
pit,bowser-jr,34.78,65.22
pit,duck-hunt,30.41,69.59
pit,ryu,43.09,56.91
pit,ken,35.44,64.56
pit,cloud,48.65,51.35
pit,corrin,48.48,51.52
pit,bayonetta,37.54,62.46
pit,inkling,39.3,60.7
pit,ridley,41.13,58.87
pit,simon,38.95,61.05
pit,richter,36.96,63.04
pit,king-k-rool,41.65,58.35
pit,isabelle,42.51,57.49
pit,incineroar,46.11,53.89
pit,piranha-plant,45.28,54.72
pit,joker,55.56,44.44
pit,hero,46.76,53.24
pit,banjo-and-kazooie,34.76,65.24
pit,terry,36.36,63.64
pit,byleth,53.47,46.53
pit,min-min,40.89,59.11
pit,steve,30.8,69.2
pit,sephiroth,53.0,47.0
pit,pyra-and-mythra,50.49,49.51
pit,kazuya,32.35,67.65
pit,sora,42.66,57.34
dark-pit,zero-suit-samus,43.35,56.65
dark-pit,wario,49.24,50.76
dark-pit,snake,39.99,60.01
dark-pit,ike,44.66,55.34
dark-pit,pokemon-trainer,46.16,53.84
dark-pit,diddy-kong,42.5,57.5
dark-pit,lucas,42.55,57.45
dark-pit,sonic,42.09,57.91
dark-pit,king-dedede,37.97,62.03
dark-pit,olimar,43.86,56.14
dark-pit,corrin,52.12,47.88
dark-pit,bayonetta,41.02,58.98
dark-pit,inkling,41.16,58.84
dark-pit,ridley,40.83,59.17
dark-pit,simon,43.7,56.3
dark-pit,richter,39.17,60.83
dark-pit,king-k-rool,44.27,55.73
dark-pit,isabelle,42.76,57.24
dark-pit,incineroar,47.05,52.95
dark-pit,piranha-plant,54.01,45.99
dark-pit,joker,53.24,46.76
dark-pit,hero,52.41,47.59
dark-pit,banjo-and-kazooie,41.28,58.72
dark-pit,terry,34.65,65.35
dark-pit,byleth,53.85,46.15
dark-pit,min-min,35.78,64.22
dark-pit,steve,30.59,69.41
dark-pit,sephiroth,51.06,48.94
dark-pit,pyra-and-mythra,52.63,47.37
dark-pit,kazuya,35.99,64.01
dark-pit,sora,50.0,50.0
zero-suit-samus,wario,45.62,54.38
zero-suit-samus,snake,44.08,55.92
zero-suit-samus,ike,44.99,55.01
zero-suit-samus,pokemon-trainer,51.77,48.23
zero-suit-samus,diddy-kong,43.72,56.28
zero-suit-samus,lucas,54.95,45.05
zero-suit-samus,sonic,43.69,56.31
zero-suit-samus,king-dedede,45.82,54.18
zero-suit-samus,olimar,40.75,59.25
zero-suit-samus,lucario,50.18,49.82
zero-suit-samus,rob,46.71,53.29
zero-suit-samus,toon-link,47.37,52.63
zero-suit-samus,wolf,49.81,50.19
zero-suit-samus,villager,43.24,56.76
zero-suit-samus,mega-man,49.88,50.12
zero-suit-samus,wii-fit-trainer,41.42,58.58
zero-suit-samus,rosalina,48.27,51.73
zero-suit-samus,little-mac,45.42,54.58
zero-suit-samus,greninja,46.15,53.85
zero-suit-samus,palutena,47.99,52.01
zero-suit-samus,pac-man,41.22,58.78
zero-suit-samus,robin,45.52,54.48
zero-suit-samus,hero,45.19,54.81
zero-suit-samus,banjo-and-kazooie,44.37,55.63
zero-suit-samus,terry,44.94,55.06
zero-suit-samus,byleth,55.17,44.83
zero-suit-samus,min-min,39.69,60.31
zero-suit-samus,steve,38.84,61.16
zero-suit-samus,sephiroth,56.62,43.38
zero-suit-samus,pyra-and-mythra,48.59,51.41
zero-suit-samus,kazuya,42.83,57.17
zero-suit-samus,sora,50.95,49.05
wario,snake,41.02,58.98
wario,ike,45.47,54.53
wario,pokemon-trainer,48.39,51.61
wario,diddy-kong,50.49,49.51
wario,lucas,51.73,48.27
wario,sonic,45.81,54.19
wario,robin,44.87,55.13
wario,shulk,47.9,52.1
wario,bowser-jr,47.88,52.12
wario,duck-hunt,40.95,59.05
wario,ryu,45.61,54.39
wario,ken,40.87,59.13
wario,cloud,50.49,49.51
wario,corrin,55.26,44.74
wario,bayonetta,42.52,57.48
wario,inkling,49.88,50.12
wario,ridley,46.58,53.42
wario,simon,43.57,56.43
wario,richter,41.32,58.68
wario,king-k-rool,49.59,50.41
wario,isabelle,46.89,53.11
wario,incineroar,52.54,47.46
wario,piranha-plant,54.13,45.87
wario,joker,55.79,44.21
wario,hero,48.68,51.32
wario,banjo-and-kazooie,50.96,49.04
wario,terry,44.08,55.92
wario,byleth,55.29,44.71
wario,min-min,45.54,54.46
wario,steve,35.38,64.62
wario,sephiroth,57.58,42.42
wario,pyra-and-mythra,52.5,47.5
wario,kazuya,39.88,60.12
wario,sora,49.24,50.76
snake,ridley,59.39,40.61
snake,simon,49.44,50.56
snake,richter,50.51,49.49
snake,king-k-rool,54.97,45.03
snake,isabelle,56.37,43.63
snake,incineroar,55.65,44.35
snake,piranha-plant,67.58,32.42
snake,joker,65.87,34.13
snake,hero,57.64,42.36
snake,banjo-and-kazooie,54.85,45.15
snake,terry,58.63,41.37
snake,byleth,62.79,37.21
snake,min-min,48.74,51.26
snake,steve,53.85,46.15
snake,sephiroth,59.91,40.09
snake,pyra-and-mythra,57.86,42.14
snake,kazuya,51.4,48.6
snake,sora,62.16,37.84
ike,pokemon-trainer,54.22,45.78
ike,diddy-kong,54.32,45.68
ike,lucas,55.19,44.81
ike,sonic,47.89,52.11
ike,king-dedede,53.11,46.89
ike,olimar,53.94,46.06
ike,lucario,60.13,39.87
ike,rob,45.96,54.04
ike,toon-link,57.26,42.74
ike,wolf,57.0,43.0
ike,villager,57.5,42.5
ike,mega-man,54.66,45.34
ike,wii-fit-trainer,55.66,44.34
ike,rosalina,53.73,46.27
ike,little-mac,55.75,44.25
ike,greninja,52.07,47.93
ike,palutena,49.7,50.3
ike,pac-man,51.4,48.6
ike,robin,46.99,53.01
ike,shulk,53.83,46.17
ike,bowser-jr,51.13,48.87
ike,duck-hunt,55.47,44.53
ike,ryu,49.46,50.54
ike,ken,42.52,57.48
ike,cloud,55.92,44.08
ike,corrin,57.54,42.46
ike,bayonetta,45.19,54.81
ike,inkling,58.02,41.98
ike,ridley,51.59,48.41
ike,simon,51.0,49.0
ike,richter,42.14,57.86
ike,king-k-rool,54.93,45.07
ike,isabelle,59.2,40.8
ike,incineroar,57.13,42.87
ike,piranha-plant,54.47,45.53
ike,joker,61.37,38.63
ike,hero,58.19,41.81
ike,banjo-and-kazooie,53.52,46.48
ike,terry,54.46,45.54
ike,byleth,58.31,41.69
ike,min-min,47.84,52.16
ike,steve,49.1,50.9
ike,sephiroth,59.85,40.15
ike,pyra-and-mythra,56.48,43.52
ike,kazuya,45.07,54.93
ike,sora,53.09,46.91
pokemon-trainer,rosalina,53.19,46.81
pokemon-trainer,little-mac,50.12,49.88
pokemon-trainer,greninja,49.85,50.15
pokemon-trainer,palutena,47.76,52.24
pokemon-trainer,pac-man,43.81,56.19
pokemon-trainer,robin,39.17,60.83
pokemon-trainer,shulk,51.49,48.51
pokemon-trainer,bowser-jr,44.04,55.96
pokemon-trainer,duck-hunt,44.13,55.87
pokemon-trainer,ryu,35.95,64.05
pokemon-trainer,ken,34.67,65.33
pokemon-trainer,hero,50.47,49.53
pokemon-trainer,banjo-and-kazooie,45.34,54.66
pokemon-trainer,terry,42.37,57.63
pokemon-trainer,byleth,56.76,43.24
pokemon-trainer,min-min,39.93,60.07
pokemon-trainer,steve,38.02,61.98
pokemon-trainer,sephiroth,56.7,43.3
pokemon-trainer,pyra-and-mythra,53.98,46.02
pokemon-trainer,kazuya,45.12,54.88
pokemon-trainer,sora,48.99,51.01
diddy-kong,lucas,54.74,45.26
diddy-kong,sonic,50.95,49.05
diddy-kong,king-dedede,48.96,51.04
diddy-kong,olimar,47.28,52.72
diddy-kong,lucario,51.31,48.69
diddy-kong,rob,43.46,56.54
diddy-kong,toon-link,43.8,56.2
diddy-kong,wolf,51.42,48.58
diddy-kong,villager,48.29,51.71
diddy-kong,mega-man,53.27,46.73
diddy-kong,wii-fit-trainer,41.1,58.9
diddy-kong,rosalina,56.37,43.63
diddy-kong,little-mac,48.84,51.16
diddy-kong,greninja,54.76,45.24
diddy-kong,palutena,51.91,48.09
diddy-kong,pac-man,39.24,60.76
diddy-kong,robin,46.8,53.2
diddy-kong,shulk,55.26,44.74
diddy-kong,bowser-jr,48.44,51.56
diddy-kong,duck-hunt,42.4,57.6
diddy-kong,ryu,40.77,59.23
diddy-kong,ken,40.5,59.5
diddy-kong,cloud,52.37,47.63
diddy-kong,corrin,57.77,42.23
diddy-kong,bayonetta,49.02,50.98
diddy-kong,inkling,50.97,49.03
diddy-kong,ridley,51.85,48.15
diddy-kong,simon,40.8,59.2
diddy-kong,richter,43.24,56.76
diddy-kong,king-k-rool,46.49,53.51
diddy-kong,isabelle,40.58,59.42
diddy-kong,incineroar,52.65,47.35
diddy-kong,piranha-plant,49.57,50.43
diddy-kong,joker,55.83,44.17
diddy-kong,hero,47.05,52.95
diddy-kong,banjo-and-kazooie,46.85,53.15
diddy-kong,terry,43.63,56.37
diddy-kong,byleth,57.32,42.68
diddy-kong,min-min,44.89,55.11
diddy-kong,steve,37.06,62.94
diddy-kong,sephiroth,60.55,39.45
diddy-kong,pyra-and-mythra,52.46,47.54
diddy-kong,kazuya,43.34,56.66
diddy-kong,sora,53.73,46.27
lucas,sonic,45.47,54.53
lucas,king-dedede,40.51,59.49
lucas,olimar,46.45,53.55
lucas,lucario,50.31,49.69
lucas,rob,37.2,62.8
lucas,toon-link,48.02,51.98
lucas,wolf,53.96,46.04
lucas,villager,53.33,46.67
lucas,mega-man,41.77,58.23
lucas,wii-fit-trainer,43.52,56.48
lucas,rosalina,52.88,47.12
lucas,little-mac,51.45,48.55
lucas,greninja,47.34,52.66
lucas,palutena,45.86,54.14
lucas,pac-man,42.44,57.56
lucas,robin,41.88,58.12
lucas,shulk,52.4,47.6
lucas,bowser-jr,43.98,56.02
lucas,duck-hunt,45.61,54.39
lucas,ryu,41.83,58.17
lucas,ken,45.16,54.84
lucas,cloud,52.19,47.81
lucas,corrin,54.8,45.2
lucas,bayonetta,39.69,60.31
lucas,inkling,47.78,52.22
lucas,ridley,52.97,47.03
lucas,simon,35.29,64.71
lucas,richter,36.89,63.11
lucas,king-k-rool,49.47,50.53
lucas,isabelle,47.3,52.7
lucas,incineroar,47.0,53.0
lucas,piranha-plant,48.97,51.03
lucas,joker,60.12,39.88
lucas,hero,47.88,52.12
lucas,banjo-and-kazooie,44.2,55.8
lucas,terry,46.36,53.64
lucas,byleth,56.23,43.77
lucas,min-min,39.1,60.9
lucas,steve,43.05,56.95
lucas,sephiroth,56.08,43.92
lucas,pyra-and-mythra,53.32,46.68
lucas,kazuya,48.96,51.04
lucas,sora,54.73,45.27
sonic,king-dedede,50.51,49.49
sonic,olimar,55.17,44.83
sonic,lucario,56.67,43.33
sonic,rob,44.17,55.83
sonic,toon-link,52.75,47.25
sonic,wolf,55.68,44.32
sonic,villager,53.41,46.59
sonic,mega-man,52.2,47.8
sonic,wii-fit-trainer,47.43,52.57
sonic,rosalina,55.86,44.14
sonic,little-mac,56.49,43.51
sonic,greninja,57.03,42.97
sonic,palutena,51.62,48.38
sonic,pac-man,51.45,48.55
sonic,robin,51.2,48.8
sonic,shulk,54.96,45.04
sonic,bowser-jr,48.63,51.37
sonic,duck-hunt,44.19,55.81
sonic,ryu,52.98,47.02
sonic,ken,51.99,48.01
sonic,cloud,54.75,45.25
sonic,corrin,55.37,44.63
sonic,bayonetta,46.46,53.54
sonic,inkling,51.77,48.23
sonic,ridley,53.13,46.87
sonic,simon,52.97,47.03
sonic,richter,55.3,44.7
sonic,king-k-rool,50.83,49.17
sonic,isabelle,47.79,52.21
sonic,incineroar,52.77,47.23
sonic,piranha-plant,52.83,47.17
sonic,joker,62.93,37.07
sonic,hero,53.95,46.05
sonic,banjo-and-kazooie,48.68,51.32
sonic,terry,50.32,49.68
sonic,byleth,61.73,38.27
sonic,min-min,50.26,49.74
sonic,steve,42.48,57.52
sonic,sephiroth,57.52,42.48
sonic,pyra-and-mythra,55.92,44.08
sonic,kazuya,55.15,44.85
sonic,sora,55.86,44.14
king-dedede,olimar,51.84,48.16
king-dedede,lucario,60.03,39.97
king-dedede,rob,46.97,53.03
king-dedede,toon-link,53.6,46.4
king-dedede,wolf,59.73,40.27
king-dedede,villager,54.02,45.98
king-dedede,mega-man,46.4,53.6
king-dedede,wii-fit-trainer,46.49,53.51
king-dedede,rosalina,58.83,41.17
king-dedede,little-mac,59.04,40.96
king-dedede,greninja,50.06,49.94
king-dedede,palutena,45.41,54.59
king-dedede,pac-man,53.02,46.98
king-dedede,robin,47.56,52.44
king-dedede,shulk,59.14,40.86
king-dedede,bowser-jr,45.86,54.14
king-dedede,duck-hunt,42.45,57.55
king-dedede,ryu,55.96,44.04
king-dedede,ken,44.8,55.2
king-dedede,cloud,55.68,44.32
king-dedede,corrin,63.9,36.1
king-dedede,bayonetta,43.48,56.52
king-dedede,inkling,58.47,41.53
king-dedede,ridley,60.34,39.66
king-dedede,simon,42.8,57.2
king-dedede,richter,39.06,60.94
king-dedede,king-k-rool,56.51,43.49
king-dedede,isabelle,54.66,45.34
king-dedede,incineroar,58.41,41.59
king-dedede,piranha-plant,64.67,35.33
king-dedede,joker,63.76,36.24
king-dedede,hero,54.69,45.31
king-dedede,banjo-and-kazooie,49.81,50.19
king-dedede,terry,53.04,46.96
king-dedede,byleth,62.18,37.82
king-dedede,min-min,45.96,54.04
king-dedede,steve,43.4,56.6
king-dedede,sephiroth,60.87,39.13
king-dedede,pyra-and-mythra,59.38,40.62
king-dedede,kazuya,52.94,47.06
king-dedede,sora,51.12,48.88
olimar,lucario,55.56,44.44
olimar,rob,44.68,55.32
olimar,toon-link,50.32,49.68
olimar,wolf,49.83,50.17
olimar,villager,61.49,38.51
olimar,mega-man,46.85,53.15
olimar,wii-fit-trainer,40.23,59.77
olimar,rosalina,62.41,37.59
olimar,little-mac,51.9,48.1
olimar,greninja,54.09,45.91
olimar,palutena,48.19,51.81
olimar,pac-man,44.82,55.18
olimar,robin,50.16,49.84
olimar,shulk,51.5,48.5
olimar,bowser-jr,49.16,50.84
olimar,duck-hunt,48.39,51.61
olimar,ryu,47.13,52.87
olimar,ken,40.23,59.77
olimar,cloud,45.28,54.72
olimar,corrin,49.14,50.86
olimar,bayonetta,45.93,54.07
olimar,inkling,55.21,44.79
olimar,ridley,53.92,46.08
olimar,simon,48.19,51.81
olimar,richter,34.08,65.92
olimar,king-k-rool,51.98,48.02
olimar,isabelle,45.14,54.86
olimar,incineroar,49.0,51.0
olimar,piranha-plant,53.35,46.65
olimar,joker,57.32,42.68
olimar,hero,53.93,46.07
olimar,banjo-and-kazooie,52.25,47.75
olimar,terry,32.29,67.71
olimar,byleth,57.4,42.6
olimar,min-min,45.23,54.77
olimar,steve,43.0,57.0
olimar,sephiroth,56.48,43.52
olimar,pyra-and-mythra,49.77,50.23
olimar,kazuya,40.06,59.94
olimar,sora,49.79,50.21
lucario,rob,42.28,57.72
lucario,toon-link,45.02,54.98
lucario,wolf,47.76,52.24
lucario,villager,51.88,48.12
lucario,mega-man,49.07,50.93
lucario,wii-fit-trainer,40.08,59.92
lucario,rosalina,44.09,55.91
lucario,little-mac,31.59,68.41
lucario,greninja,48.45,51.55
lucario,palutena,45.03,54.97
lucario,pac-man,47.09,52.91
lucario,robin,45.88,54.12
lucario,shulk,49.16,50.84
lucario,bowser-jr,52.02,47.98
lucario,duck-hunt,45.26,54.74
lucario,ryu,46.59,53.41
lucario,ken,38.07,61.93
lucario,cloud,51.74,48.26
lucario,corrin,42.58,57.42
lucario,bayonetta,55.18,44.82
lucario,inkling,48.25,51.75
lucario,ridley,44.77,55.23
lucario,simon,49.09,50.91
lucario,richter,49.82,50.18
lucario,king-k-rool,45.37,54.63
lucario,isabelle,42.38,57.62
lucario,incineroar,44.26,55.74
lucario,piranha-plant,49.02,50.98
lucario,joker,57.67,42.33
lucario,hero,45.59,54.41
lucario,banjo-and-kazooie,48.11,51.89
lucario,terry,39.01,60.99
lucario,byleth,53.46,46.54
lucario,min-min,38.44,61.56
lucario,steve,40.24,59.76
lucario,sephiroth,52.8,47.2
lucario,pyra-and-mythra,51.81,48.19
lucario,kazuya,43.64,56.36
lucario,sora,57.1,42.9
rob,toon-link,53.54,46.46
rob,wolf,63.07,36.93
rob,villager,57.12,42.88
rob,mega-man,54.9,45.1
rob,wii-fit-trainer,51.56,48.44
rob,rosalina,54.15,45.85
rob,little-mac,57.07,42.93
rob,greninja,55.45,44.55
rob,palutena,52.09,47.91
rob,pac-man,56.24,43.76
rob,robin,51.56,48.44
rob,shulk,57.52,42.48
rob,bowser-jr,50.71,49.29
rob,duck-hunt,54.67,45.33
rob,ryu,53.09,46.91
rob,ken,45.73,54.27
rob,cloud,56.86,43.14
rob,corrin,57.97,42.03
rob,bayonetta,44.24,55.76
rob,inkling,63.64,36.36
rob,ridley,61.18,38.82
rob,simon,51.43,48.57
rob,richter,52.08,47.92
rob,king-k-rool,58.8,41.2
rob,isabelle,53.73,46.27
rob,incineroar,55.72,44.28
rob,piranha-plant,61.82,38.18
rob,joker,63.95,36.05
rob,hero,58.9,41.1
rob,banjo-and-kazooie,55.07,44.93
rob,terry,50.67,49.33
rob,byleth,62.71,37.29
rob,min-min,52.04,47.96
rob,steve,46.49,53.51
rob,sephiroth,61.1,38.9
rob,pyra-and-mythra,56.48,43.52
rob,kazuya,50.77,49.23
rob,sora,54.78,45.22
toon-link,wolf,55.78,44.22
toon-link,villager,55.53,44.47
toon-link,mega-man,46.36,53.64
toon-link,wii-fit-trainer,46.82,53.18
toon-link,rosalina,57.36,42.64
toon-link,little-mac,54.33,45.67
toon-link,greninja,53.19,46.81
toon-link,palutena,43.54,56.46
toon-link,pac-man,44.67,55.33
toon-link,robin,44.06,55.94
toon-link,shulk,45.71,54.29
toon-link,bowser-jr,49.82,50.18
toon-link,duck-hunt,42.32,57.68
toon-link,ryu,39.5,60.5
toon-link,ken,41.37,58.63
toon-link,cloud,49.42,50.58
toon-link,corrin,48.67,51.33
toon-link,bayonetta,48.68,51.32
toon-link,inkling,56.71,43.29
toon-link,ridley,55.41,44.59
toon-link,simon,43.84,56.16
toon-link,richter,38.41,61.59
toon-link,king-k-rool,47.42,52.58
toon-link,isabelle,51.04,48.96
toon-link,incineroar,51.4,48.6
toon-link,piranha-plant,55.35,44.65
toon-link,joker,57.52,42.48
toon-link,hero,49.32,50.68
toon-link,banjo-and-kazooie,47.87,52.13
toon-link,terry,49.4,50.6
toon-link,byleth,56.57,43.43
toon-link,min-min,41.68,58.32
toon-link,steve,40.9,59.1
toon-link,sephiroth,52.7,47.3
toon-link,pyra-and-mythra,51.11,48.89
toon-link,kazuya,45.92,54.08
toon-link,sora,53.2,46.8
wolf,villager,46.2,53.8
wolf,mega-man,48.43,51.57
wolf,wii-fit-trainer,43.36,56.64
wolf,rosalina,50.11,49.89
wolf,little-mac,45.49,54.51
wolf,greninja,52.38,47.62
wolf,palutena,46.51,53.49
wolf,pac-man,44.73,55.27
wolf,robin,45.38,54.62
wolf,shulk,45.12,54.88
wolf,bowser-jr,42.71,57.29
wolf,duck-hunt,43.92,56.08
wolf,ryu,36.5,63.5
wolf,ken,34.47,65.53
wolf,cloud,51.34,48.66
wolf,corrin,55.38,44.62
wolf,bayonetta,45.21,54.79
wolf,inkling,46.02,53.98
wolf,ridley,45.39,54.61
wolf,simon,43.58,56.42
wolf,richter,38.11,61.89
wolf,king-k-rool,44.59,55.41
wolf,isabelle,47.02,52.98
wolf,incineroar,46.34,53.66
wolf,piranha-plant,48.11,51.89
wolf,joker,57.12,42.88
wolf,hero,50.2,49.8
wolf,banjo-and-kazooie,44.66,55.34
wolf,terry,39.09,60.91
wolf,byleth,54.92,45.08
wolf,min-min,38.49,61.51
wolf,steve,39.8,60.2
wolf,sephiroth,56.19,43.81
wolf,pyra-and-mythra,53.92,46.08
wolf,kazuya,40.38,59.62
wolf,sora,51.75,48.25
villager,mega-man,42.31,57.69
villager,shulk,50.44,49.56
villager,bowser-jr,54.2,45.8
villager,duck-hunt,37.5,62.5
villager,ryu,45.59,54.41
villager,ken,50.67,49.33
villager,cloud,45.83,54.17
villager,corrin,50.25,49.75
villager,bayonetta,34.46,65.54
villager,inkling,58.67,41.33
villager,ridley,47.97,52.03
villager,simon,50.47,49.53
villager,richter,40.98,59.02
villager,king-k-rool,54.05,45.95
villager,isabelle,47.42,52.58
villager,incineroar,49.45,50.55
villager,piranha-plant,58.6,41.4
villager,joker,58.18,41.82
villager,hero,35.82,64.18
villager,banjo-and-kazooie,46.55,53.45
villager,terry,40.67,59.33
villager,byleth,54.65,45.35
villager,min-min,36.5,63.5
villager,steve,41.86,58.14
villager,sephiroth,50.62,49.38
villager,pyra-and-mythra,49.41,50.59
villager,kazuya,43.6,56.4
villager,sora,49.02,50.98
mega-man,bayonetta,44.88,55.12
mega-man,inkling,54.71,45.29
mega-man,ridley,56.5,43.5
mega-man,simon,55.29,44.71
mega-man,richter,41.12,58.88
mega-man,king-k-rool,60.99,39.01
mega-man,isabelle,53.48,46.52
mega-man,incineroar,52.88,47.12
mega-man,piranha-plant,62.3,37.7
mega-man,joker,61.0,39.0
mega-man,hero,48.11,51.89
mega-man,banjo-and-kazooie,48.91,51.09
mega-man,terry,48.52,51.48
mega-man,byleth,55.56,44.44
mega-man,min-min,38.46,61.54
mega-man,steve,41.86,58.14
mega-man,sephiroth,63.05,36.95
mega-man,pyra-and-mythra,55.53,44.47
mega-man,kazuya,47.51,52.49
mega-man,sora,53.67,46.33
wii-fit-trainer,rosalina,58.75,41.25
wii-fit-trainer,little-mac,53.49,46.51
wii-fit-trainer,greninja,52.44,47.56
wii-fit-trainer,palutena,55.74,44.26
wii-fit-trainer,pac-man,55.87,44.13
wii-fit-trainer,robin,48.43,51.57
wii-fit-trainer,shulk,51.46,48.54
wii-fit-trainer,bowser-jr,52.52,47.48
wii-fit-trainer,duck-hunt,50.58,49.42
wii-fit-trainer,ryu,55.86,44.14
wii-fit-trainer,ken,46.22,53.78
wii-fit-trainer,cloud,52.73,47.27
rosalina,hero,44.98,55.02
rosalina,banjo-and-kazooie,39.49,60.51
rosalina,terry,42.4,57.6
rosalina,byleth,53.57,46.43
rosalina,min-min,43.06,56.94
rosalina,steve,34.89,65.11
rosalina,sephiroth,50.11,49.89
rosalina,pyra-and-mythra,48.59,51.41
rosalina,kazuya,45.85,54.15
rosalina,sora,47.57,52.43
little-mac,greninja,50.77,49.23
little-mac,palutena,48.51,51.49
little-mac,pac-man,38.83,61.17
little-mac,robin,46.18,53.82
little-mac,shulk,48.76,51.24
little-mac,bowser-jr,41.97,58.03
little-mac,duck-hunt,44.98,55.02
little-mac,min-min,36.07,63.93
little-mac,steve,37.75,62.25
little-mac,sephiroth,54.88,45.12
little-mac,pyra-and-mythra,50.88,49.12
little-mac,kazuya,45.39,54.61
little-mac,sora,55.32,44.68
greninja,palutena,50.64,49.36
greninja,pac-man,44.7,55.3
greninja,robin,50.46,49.54
greninja,shulk,51.63,48.37
greninja,bowser-jr,42.6,57.4
greninja,duck-hunt,49.24,50.76
greninja,ryu,51.1,48.9
greninja,ken,48.17,51.83
greninja,joker,60.07,39.93
greninja,hero,54.28,45.72
greninja,banjo-and-kazooie,47.17,52.83
greninja,terry,50.79,49.21
greninja,byleth,58.05,41.95
greninja,min-min,44.45,55.55
greninja,steve,41.33,58.67
greninja,sephiroth,57.28,42.72
greninja,pyra-and-mythra,54.9,45.1
greninja,kazuya,52.05,47.95
greninja,sora,58.3,41.7
palutena,pac-man,52.85,47.15
palutena,robin,45.36,54.64
palutena,shulk,56.4,43.6
palutena,bowser-jr,55.31,44.69
palutena,duck-hunt,51.12,48.88
palutena,ryu,48.37,51.63
palutena,ken,40.44,59.56
palutena,cloud,52.54,47.46
palutena,corrin,57.97,42.03
palutena,bayonetta,47.01,52.99
palutena,inkling,51.56,48.44
palutena,ridley,55.18,44.82
palutena,simon,50.07,49.93
